"Whova Agenda Track Excel Template (Three sheets, Agenda, Speaker, Personalized)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
2025-10-27 00:00:00,13:45:00,15:15:00,Tutorials,Tutorial Session 1: The Importance of Standards or Why Your House Has Not Burned Down Yet!,Evergreen EF,"<p><b>Speaker: Ravi Rajamani <i>(drR2 Consulting)</i></b><br/><i>Abstract:</i> Standards are important for all aspects of design, analysis, testing, and certification of complex engineering systems. In this tutorial we will briefly review the history of engineering standards, the role of standards development organizations (SDO), and the use of standards in PHM. While the emphasis in this talk is on aerospace applications, the precepts discussed are universal.</p>",Ravi Rajamani,,,,,Session,
2025-10-27 00:00:00,13:45:00,15:15:00,Panels,"Panel Session 1: PHM at the Core: Supporting Nuclear Operations, Life Extension, and New Builds",Evergreen A,"<p><b>Moderators: Vivek Agarwal <i>(Idaho National Laboratory)</i> and Jamie Coble <i>(University of Tennessee, Knoxville)</i></b><br/>Nuclear power has the potential to provide safe, reliable, and highly available electricity with a low carbon footprint. Interest in nuclear power has grown in recent years, due in large part to the energy needs of advancing data centers, machine learning, and AI. Recent decades saw the premature closure of several plants due to economic challenges in the face of cheap natural gas. Operations and maintenance (O&M) represents the largest controllable day-to-day cost of producing nuclear power, and PHM provides an avenue to manage these costs. As we look to continue operation of our 94 operating plants, recommission previously shuttered plants, and build new reactors, there is a significant role for PHM to support the nuclear power industry. This panel will discuss current research and future trends for PHM in nuclear power applications. </p>
<p>Panelists:
<ul><li>Stylianos Chatzidakis <i>(Purdue University)</i></li>
<li>Sarah Creasman <i>(Idaho National Laboratory)</i></li>
<li>Chris Poresky <i>(Kairos Power)</i></li>
<li>Hao Huang <i>(GE Vernova)</i></li></ul></p>",Stylianos Chatzidakis; Sarah Creasman; Chris Poresky; Hao Huang,Vivek Agarwal; ,,,,Session,
2025-10-27 00:00:00,13:45:00,15:15:00,Technical Papers,Paper Session 1A: Rotating Component Diagnostics,Evergreen C,,,,,,,Session,
2025-10-27 00:00:00,13:45:00,14:15:00,Technical Papers,Bearing Spall Size Estimation Under Varying Speed Conditions,Evergreen C,"<p><i>Abstract:</i> <p>Accurate estimation of spall size in rolling element bearings is critical for effective diagnostics and prognostics in rotating machinery. Traditional methods often struggle with generalization due to noise and speed variability. This work addresses these limitations by proposing a novel approach that leverages trends in vibration measurements over time and introduces a speed-normalized condition indicator. Building on prior work, we model the bearing fault signal as a periodic pulse wave and derive a Fourier-based representation that links harmonic magnitudes to spall size. We then introduce a normalization technique using harmonic speed ratios to eliminate the influence of the systemâ€™s transfer function. Experimental validation using controlled lab data confirms the methodâ€™s ability to preserve signal extrema and improve generalizability over different speeds, offering a promising path toward scalable, real-world bearing health monitoring.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4354/phmc_25_4354"">Full paper (PDF)</a></p>",Cees Taal,,,,,Sub,
2025-10-27 00:00:00,14:15:00,14:45:00,Technical Papers,Prognostics of Rolling Element Bearings based on Cyclostationarity-based Indicators and Kalman filter under Varying Load and Speed,Evergreen C,"<p><i>Abstract:</i> <p>Rolling element bearings (REBs) are key components of rotating machines but the estimation of their remaining useful life (RUL) is still very challenging. First fault detection should be achieved as early as possible and then the RUL should be estimated as accurately as possible. Both steps require dedicated Health Indicators (HIs) which might not be the same when looking towards detection or prognostics. A key property of REB signals is cyclostationarity, as the statistical properties of their vibration behavior vary periodically over time. This characteristic has been effectively exploited to construct HIs for anomaly detection, and fault diagnosis in the field of condition monitoring (CM) achieving high performance. Although a plethora of methodologies have been proposed for RUL estimation, they usually are restricted in cases where the load conditions are assumed steady, reducing significantly their applicability and implementation in industry. Therefore there is a need for methodologies that are able to estimate the RUL of REBs operating under variable and/or varying load and speed conditions. The goal of this paper is the exploration of the performance of different vibration based HIs for fault detection, diagnosis and prognosis, including both time-domain and-order domain features. A dedicated bearing prognostics test rig was used to perform accelerated life tests of a self-aligned bearing, operating under varying load and speed conditions. The speed ranges from 0 to 3000 rpm and the load varies from 0 to 12 kN. The measurements lasted for around 400 hours and the bearing has an outer race fault in the loading zone. Different signals have been acquired during the tests, including accelerations, temperature and strain signals. The results indicate that the cyclic spectral coherence-based indicator is more sensitive to the change of states (healthy or damaged) and thus better for fault detection, while the correlation-based indicator is more sensitive to fault development, and therefore more suitable for the RUL estimation of REBs. Finally, to estimate RUL, different estimators, i.e., the Extended Kalman filter (EKF) and the Adaptive Kernal Kalman filter (AKKF), are used for RUL estimation.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4405/phmc_25_4405"">Full paper (PDF)</a></p>",Zhen Li,,,Cees Taal; Dang Ngo-The; JÃ©rome Antoni,,Sub,
2025-10-27 00:00:00,14:45:00,15:15:00,Technical Papers,Characterizing Surface-damage Progression of Spur Gears with Vibration and Oil Data,Evergreen C,"<p><i>Abstract:</i> <p>We present an empirical investigation of the gradual progression of surface damage in spur gears using two data sources: oil monitoring and vibration measurements. The test stand was equipped with a commercial magnetic filter, and a novel test process was developed to remove particles from the magnetic filter and suspend it in oil. In addition, oil samples were drawn periodically to analyze using LaserNet Fines. Both data-driven and classical vibration-based condition indicators were computed and compared to a simple, image-based feature quantifying of the surface condition with some of the indicators showing more than 80\% correlation. Oil analyses found relatively large particles in the particles collected from the magnetic filter.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4363/phmc_25_4363"">Full paper (PDF)</a></p>",Mark Walluk,,,Zhen Li; Panagiotis Mantas; Toby Verwimp; Alexandre Mauricio; Konstantinos Gryllias,,Sub,
2025-10-27 00:00:00,13:45:00,15:15:00,Technical Papers,Invited Paper Session 1B: Data Challenge Winners 1,Evergreen I,,,,Jesse Williams,Mark Walluk; John Tucker; Adrian Hood; Patrick Horney; Allen Jones; Wiley Matthews; Nenad Nenadic,,Session,
2025-10-27 00:00:00,13:45:00,14:15:00,Technical Papers,Data Challenge Problem Overview,Evergreen I,,Jesse Williams,,,,,Sub,
2025-10-27 00:00:00,14:15:00,14:45:00,Technical Papers,A Two-Stage Framework for Small-Sample RUL Prediction on Structurally Complex Time-Series Data,Evergreen I,"<p><i>Abstract:</i> <p>Remaining Useful Life prediction for high-value assets, such as aero-engines, presents a formidable challenge, compounded by sample scarcity, complex data structures and knowledge dilution. This paper proposes a two-stage framework designed to decouple representation construction from temporal pattern learning. Stage I mitigates data complexity by transforming multi-phase snapshot streams into standardized cycle-level sequences through hierarchical aggregation. Stage II addresses data scarcity and multi-target prediction using a Multi-task Shared Transformer. Furthermore, the model is optimized via a risk-aligned loss function that penalizes tardy predictions. The effectiveness of the proposed framework was validated by its strong generalization on PHM 2025 Data Challenge dataset, which ultimately secured a first-place result.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4684/phmc_25_4684"">Full paper (PDF)</a></p>",Yizhang Zhu,,,Peng Gao; Fanyu Qi; Yizhang Zhu; Jianyu Zhang; Wenfei Li; Jianshe Feng,,Sub,
2025-10-27 00:00:00,14:45:00,15:15:00,Technical Papers,Maintenance Service Events Prediction Modeling of Aircraft Gas Turbine Engines,Evergreen I,"<p><i>Abstract:</i> <p>This work addresses the PHM North America 2025 Conference data challenge for multi-event Remaining Useful Life (RUL) estimation on aircraft gas turbine engine modules, predicting the time-to-event for three maintenance actions: High Pressure Turbine shop visits (HPT SV), High Pressure Compressor shop visits (HPC SV), and Water Wash (WW).</p>_x000D_
<p>We present a comprehensive workflow that integrates snapshot data quality control, virtual sensing for missing sensors (P<sub>25</sub> and T<sub>5</sub>, and event-specific modeling with consensus mechanisms. Long short-term memory (LSTM) regression models are trained for HPC and WW using a custom loss function adapted from the competition, which heavily penalizes errors on early and near-term events. HPT RUL is produced by a confluence of an Artificial Neural Network (ANN) regressor and a linear degradation prior to stabilize extrapolation. A profile registration algorithm reconstructs temporal ordering in shuffled test/validation files, preserving health indicator (HI) monotonicity and degradation physics, proving a vital sanity check and building trust on the submitted results.</p>_x000D_
<p>The MathWorks team achieved 1<sup>st</sup> place in the public test phase with the best submission score of 0.3528, proving the high quality of predictions. The functionalities and tools demonstrated in our work are generally applicable aircraft fleet maintenance services RUL predictions.</p><p><a href=""https://www.phmpapers.org/index.php/phmconf/article/download/4668/phmc_25_4668"">Full paper (PDF)</a></p>",Reece Teramoto,,,Peeyush Pankaj; Shyam Joshi; Xiaomeng Peng; Reece Teramoto; Taylor Hearn,,Sub,
2025-10-27 00:00:00,15:15:00,15:30:00,General,Break,Evergreen Foyer,,,,,,,Session,
2025-10-27 00:00:00,15:30:00,17:00:00,Panels,Panel Session 2A: Squeezing Lemonade out of Lemons – Leveraging Digital Twin Technology for Sustainment of Legacy Systems Using Sensor Data,Evergreen A,"<p><b>Moderator: Brad Zwirschitz <i>(PHM Technology)</i></b><br/>In an era defined by technology acceleration, many organizations still rely heavily on aging legacy systems, systems not originally designed for today’s connected, data-driven environments. The challenge? Sustain these critical assets while minimizing costs, avoiding unplanned downtime, and improving mission readiness.</p>
<p>This panel explores how organizations are transforming this disadvantage into a competitive edge by leveraging Digital RAMS Twin technology powered by sensor data. These digital replicas offer more than just monitoring, they offer Causation-based FDI (Causation-based AI) that can rapidly enable predictive maintenance, real-time risk assessment, and intelligent decision-making for sustainment activities. We’ll dive into how a Digital Risk Twin framework, like that offered by PHM Technology’s MADE platform, can seamlessly integrate with existing legacy infrastructure to deliver powerful insights across reliability, availability, maintainability, and safety (RAMS).</p>
<p>Attendees will hear real-world insights on:<br />
<ul><li>How to retrofit legacy assets with sensors to enable digital twin capabilities</li>
<li>Using sensor-fed digital twins to automate diagnostics, predict failures, and extend system life</li>
<li>Creating a closed-loop between field data and engineering to continuously improve sustainment strategies</li>
<li>Case studies showcasing lifecycle cost reductions and improved availability</li></ul></p>
<p>This is not about replacing legacy systems, it’s about empowering them. Learn how forward thinking organizations are turning lemons into lemonade by extracting new value from old assets using next-gen model-based RAMS tools and Digital RAMS Twins.</p>
<p>Join us and explore how to bridge the gap between yesterday’s hardware and tomorrow’s performance.</p>
<p>Panelists:
<ul><li>Chris Stecki <i>(PHM Technology)</i></li>
<li>Amanda Haffey <i>(Skypath Analytics)</i></li>
<li>Kenney Crooks <i>(Northrop Grumman)</i></li>
<li>Robert Marsden <i>(PHM Technology)</i></li></ul></p>",Chris Stecki; Amanda Haffey; Kenney Crooks; Robert Marsden,Brad Zwirschitz,,,,Session,
